Name,Prize,Uni
基于巴哈赛车的传动系设计分析,3,西南林业大学
溅镀高熵合金氮化薄膜提升刀具性能的研究,3,东莞职业技术学院
具有扩散功能的导光板结构优化研究,3,广东技术师范大学
人工土拱效应提高地基承载力室内模型试验研究,3,东华理工大学
粮仓建筑设计方案气密性评价系统的研究,3,河南工业大学
面向时空应用的不确定时空数据建模及预测方法的研究,3,东北大学秦皇岛分校
基于 RFID 无源感知的高精度室内定位技术研究与应用,3,南京邮电大学
极端复杂环境下的高清鬼成像技术研究,3,华东交通大学
基于增强损失函数生成对抗网络的图像超分辨率重建,3,青海大学
南方丝绸之路云南段周边典型少数民族服饰图案统计特性定量分析,3,云南警官学院
亚马逊棋机器博弈系统研究与关键技术优化,3,沈阳工业大学
高阶导模干涉刻写椭圆形亚波长纳米孔阵列理论研究,3,兰州理工大学
一种容忍三节点翻转的锁存器设计,3,安徽大学
面向受扰动的动态复值二次规划的高精度算法,3,兰州大学
基于二维过渡金属硫化物的高性能光纤传感与调制器件研究,3,暨南大学
基于血流储备分数的颈动脉狭窄智能辅助诊断方法,3,复旦大学
5d 过渡金属原子吸附的硅烯体系的电子结构和拓扑特性,3,苏州科技大学
基于电容法γ-Fe2O3 纳米掺杂液晶显示动力学响应研究,3,河北工业大学
对于有质量和力常数无序的晶格振动的辅助相干介质理论,3,上海科技大学
浑浊介质中偏振差分成像原理研究,3,中北大学
从参数解研究热力学系统的相变,3,浙江工业大学
氧化锌微米球作支架层的自供电钙钛矿光电探测器,3,湖北大学
基于多星融合反演的地表土壤含水量估算方法研究,3,桂林理工大学
利用贝塞尔光晶格和自旋轨道耦合在玻色-爱因斯坦凝聚体中制备三维孤子的新方案,3,湖北科技学院
多元金属磁性纳米岛的物性研究,3,沈阳工业大学
BiFeO3 陶瓷介电弛豫的研究——以 La/Co 掺杂为例,3,安徽大学
中国西部大气降水中稳定同位素研究进展,3,兰州城市学院
多模光纤中的光传输与变换,3,华侨大学
单晶纳米立方体形状的 MoS2-3D 石墨烯作为高容量铝离子电池正极材料,3,新乡学院
气候变暖对中国干旱区与湿润区极端降水变化的影响研究,3,东北师范大学
非线性波的新型自局域理论及其操控研究,3,佛山科学技术学院
耦合幂律电磁场黑洞的 T-S 临界特性,3,岭南师范学院
耐镉内生菌的分离鉴定及对水稻种子萌发和幼苗生长的影响,3,首都师范大学
杏仁中央核-中脑通路参与慢性痛调控的机制研究,3,空军军医大学
肽聚糖增强克氏原螯虾免疫机能的分子机制及应用研究,3,盐城师范学院
污染饲料中 HT-2 毒素对早期胚胎的毒性影响及应对策略,3,南京农业大学
上饶 4 种地标植物超低温疗法脱毒研究,3,上饶师范学院
两种植物新真菌病害的发现及其病原菌检测技术的研究,3,南京林业大学
大豆 Bowman-Birk 胰蛋白酶抑制因子的单克隆抗体制备及免疫层析试纸研制,3,河南科技大学
模式酵母细胞周期调控新基因 Cip1 的功能研究,3,河北农业大学
基于 CADD-MIP 的五类危害因子化学发光检测法,3,河北农业大学
CDKN3 基因调控区复等位基因突变对鸡生长性状的遗传效应及分子检测试剂盒的研制,3,河南农业大学
基于植物激素的玉米害虫生物防治策略,3,黑龙江大学
小型恒温动物应对季节和食物变化的产热机理研究,3,温州大学
稻瘟病菌中一种新的欧尔密类似真菌病毒特性研究及其对病毒多样性与进化的启示,3,湖南农业大学
蝉拟青霉菌丝提取物镇痛作用研究,3,贵州大学
湿地极危植物云贵水韭孢子繁殖及幼孢苗管护,3,贵州工程应用技术学院
世界遗产地梵净山区蕨类药用植物资源调查与研究,3,铜仁学院
钠盐胁迫及不同温度下 NaCl 胁迫对甜高粱种子萌发的影响,3,北方民族大学
基于蚕丝蛋白修饰的金纳米材料构建及其癌症光热治疗功能,3,浙江大学
盐生灌木西伯利亚白刺 Na+/H+逆向转运蛋白基因在提高转基因杨树耐盐性中的应用,3,内蒙古大学
燕麦耐盐内生真菌的分离与鉴定,3,内蒙古农业大学
ZnS 量子点的生物合成及对阿萨尔基亚芽孢杆菌的标记,3,塔里木大学
利用小麦 EMS 突变体挖掘叶锈抗性位点及优质种质资源创制,3,河南农业大学
高效杀虫苏云金芽胞杆菌新菌株 X023 的分离及 Cu2+增强杀虫毒力机制,3,湖南师范大学
云南两河流域烟粉虱的多样性调查及传毒效率研究,3,普洱学院
青鱼 RIG-I/MAVS/IFN 信号通路的几种调控机制,3,湖南师范大学
藏猪 H-FABP 多态性与基因表达差异分析,3,西藏农牧学院
藏马微卫星标记的开发研究,3,西藏农牧学院
LncRNA Gm2044 在生殖细胞中表达调控研究,3,蚌埠医学院
两种茶树全基因组数据的密码子偏好性比较分析,3,合肥师范学院
海马对苯并芘亚慢性胁迫的免疫、生殖响应及其分子机制,3,鲁东大学
藏药桃儿七高海拔适应机制及其循环种植栽培,3,甘肃农业大学
电化学免疫传感器对膀胱癌标志物的早期检测,3,重庆医科大学
基于 NF-κB 信号通路和内质网应激研究芸香苷抑制 LPS 诱导的小鼠乳腺炎,3,安徽农业大学
福建省香蕉枯萎病菌的分离鉴定和三代基因组测序分析,3,福建农林大学
非天然辅酶 NCD 高效转运蛋白筛选研究,3,东北电力大学
新孢子虫病小鼠动物模型的建立及临床应用,3,延边大学
癌-睾丸基因与恶性肿瘤非整倍体的关联及其功能,3,南京医科大学
褪黑素调控小胶质细胞 M1 极化对抗应激性高血压的新机制,3,复旦大学
双酚 A 替代物暴露对小鼠神经行为影响的系列研究,3,河北医科大学
食品中违禁药物金刚烷胺的免疫快速检测方法的建立,3,天津科技大学
艾司西酞普兰对阿尔茨海默病 APP/PS1/tau 转基因小鼠的神经保护作用及机制研究,3,山西医科大学
贵州苗药“杆努尽烟”对慢性支气管炎大鼠肺组织 TLR4 及 TNF-α表达的影响,3,贵州医科大学
"1,25-二羟基维生素 D3 对高原急性肺水肿预防和保护作用的研究",3,青海大学
TRIM33 调节 IDH2R172H 基因突变相关的胶质母细胞瘤分化的作用研究,3,宁夏医科大学
新疆黑蜂胶对结肠癌大鼠 T 细胞亚群调节作用的研究,3,新疆医科大学
两色金鸡菊提取物对 DN 小鼠肾脏 miR-192/200b、PTEN/AKT 和 ZEB2/ECM 通路的影响,3,新疆医科大学
3-溴丙酮酸下调己糖激酶 II 抑制肺血管重构的作用和机制研究,3,温州医科大学
生物酶介导的荧光酶联免疫吸附测定方法的构建及其应用研究,3,广西师范大学
传统中药熊果酸改善肾损伤治疗骨质疏松的新型潜在分子机制研究,3,青岛大学
磁珠偶联 ABO 血型抗体分离两男性个体混合精斑,3,中国医科大学
橙皮油素对硫代乙酰胺所致小鼠肝纤维化的保护作用及分子药理学机制,3,大连医科大学
梓醇通过下调 MicroRNA-132 激活 SIRT1 缓解结肠炎中的内质网应激,3,大连医科大学
基于 PI3K/AKT 信号通路探讨 hBMSCs 对胶质瘤的负性调控作用,3,兰州大学
骨形成蛋白-4 在角膜损伤修复中的机制研究,3,吉林大学
基于光激化学发光法筛选新型 D-二聚体单抗,3,吉林医药学院
Etk 与 PFKFB4 相互作用，通过调节自噬调节小细胞肺癌化疗耐药,3,南方医科大学
基于 SPIONs 修饰的干细胞在脉冲电磁场下浓聚迁移的能力及其促成骨分化的机制探寻骨缺损的新型治疗方法,3,南方医科大学
肺炎克雷伯菌 NDM-1 巯基丙酸抑制剂的 3D-QSAR 及其与靶点的分子识别,3,成都大学
水相 [2 + 2]环加成反应合成氧化石墨烯基β-内酰胺抗生素,3,成都中医药大学
竹节香附素 A 抗人结肠癌的药效及分子机制研究,3,南京工业大学
经典名方百合地黄汤治疗抑郁症的疗效、药理机制及物质基础研究,3,山东中医药大学
痛泻要方通过肠道菌群调节五羟色胺水平治疗腹泻型肠易激综合征作用机制的研究,3,天津中医药大学
百炼提其华，抗菌寻其根——白及联菲抗菌机理及应用研究,3,浙江中医药大学
醒脑静注射液一次提取过程质量控制方法研究,3,浙江中医药大学
基于脑心同治理论的益气活血方药（甘草红花等）抗心脑缺血的作用研究,3,浙江中医药大学
苦参碱在多重刺激响应性水凝胶薄膜传感器上的可调控电化学行为研究,3,宁夏医科大学
HTLV-II 生物传感器的构建及肿瘤早期诊断试剂盒的开发,3,河南中医药大学
基于 HIF-VEGF-ANG 轴探讨青藤碱抑制类风湿关节炎血管生成的机制,3,三峡大学科技学院
五行音乐疗法的理论体系梳理及其曲库修订汇编,3,河南中医药大学
应对耐药菌感染的药物杂合体分子的制备与活性研究,3,福州大学
透明质酸修饰载 TPCA-1 金纳米笼抗炎作用研究,3,河南工业大学
参贞扶正合剂对化疗引起的骨髓抑制小鼠造血功能的恢复影响及物质基础,3,吉林农业大学
青蒿素-异硫氰酸酯杂联体衍生物合成及其抗神经胶质瘤生物学评价,3,广州中医药大学
镓基液态金属电润湿变形机理及其应用研究,3,中国农业大学
"白磷矿型红色荧光粉 CaSr2(PO4)2: Sm3+/Eu3+,Li+的制备、晶体结构与发光性能研究",3,中国地质大学(北京)
镁基复合材料的制备及其应用,3,内江师范学院
无粘结剂非对称超电容器的构建及电化学性能研究,3,西北大学
可用于新型氢燃料电池汽车的纳米催化剂制备及其性能研究,3,四川师范大学
含 N、O 功能基的金属离子吸附剂的构建及性能研究,3,鲁东大学
脂/聚合物芯鞘结构的电纺制备与药物缓释应用研究,3,上海理工大学
高比能长寿命锡基钠离子电池负极的开发,3,同济大学
生物活性含氧含氮杂环骨架的选择性构建,3,江苏师范大学
新型磷酸酯功能化磁性聚合物微球吸附剂的制备及对铀的吸附性能研究,3,东华理工大学
一步合成二维硫化钼纳米片及其对金、钯、铂离子的选择吸附研究,3,西北农林科技大学
氢氧化镍电极材料的“多级孔”构筑方法及界面优化策略,3,中国石油大学（华东）
白光 LEDs 用 Ca9Ce0.5Y0.5(PO4)7 基颜色可调型荧光粉的设计、合成及性能研究,3,河北大学
过渡金属基材料电化学能量转化与存储的研究,3,扬州大学
用于钙钛矿太阳电池高性能 F、Al 共掺杂 ZnO 薄膜的制备,3,河北北方学院
基于 LED 照明用的氧化物基荧光粉的发光机理、发光颜色调控及关键性能改进研究,3,淮阴师范学院
可见光响应的复合纳米材料用于高效无损牙齿美白,3,南昌大学
自组装纳米材料在肿瘤光/声治疗中的应用探索,3,苏州大学
基于肼基储氢材料的高效产氢催化剂研究,3,江西师范大学
三维共价有机框架中基于客体的动态变化,3,上海科技大学
氮掺杂碳包覆提高 NASICON 型磷酸钛钠的储锂性能,3,华北理工大学
硫代苯并吡喃酮的高效构建及抗肿瘤活性研究,3,天津理工大学
多酸基催化材料的设计制备及催化应用研究,3,安顺学院
稀土掺杂无机发光材料与有机发光材料的制备与性能研究,3,安顺学院
高核簇状 3d-4f 异金属配合物合成、单晶结构和磁性研究,3,曲靖师范学院
Sm 激活红光材料的开发及在荧光转换型白光 LED 中的应用,3,云南大学
基于定向固定的新型蛋白 A 免疫吸附血液灌流器的研制,3,云南师范大学
高区域选择性构建杂原子过氧化物及其反应机理,3,武汉科技大学
具有“光催化-自清洁”协同作用的仿生自组装纳米结构,3,中国地质大学(武汉)
"Fe3+-3,3′, 5,5′-四甲基联苯胺比色传感的构建与应用",3,广西大学
用于高效太阳能蒸汽技术的二维纳米复合材料的结构设计及其光热转化性能研究,3,湖北大学
基于高维分段线性插值函数的油藏参数反演,3,合肥工业大学
基于乙酰胆碱的过氧化物模拟酶活性比色法检测乙酰胆碱酯酶及其抑制剂,3,安徽师范大学
高效引入 π 电子提升石墨相氮化碳材料的光催化制氢性能,3,安徽大学
绿色环保的植物油环氧树脂,3,安徽农业大学
通过原位界面工程调控 Ni3N 纳米阵列的 水解离动力学,3,中国科学技术大学
具有“滑轮”效应聚轮烷交联剂的设计合成及其在调驱剂中的潜在应用,3,重庆科技学院
对应力效应的研究：以金钯核壳结构纳米立方体催化剂为模版,3,中国科学技术大学
基于“荷叶效应”的纤维素基体的超疏水改性和功能化研究,3,福建农林大学
二维碳基压电材料第一性原理研究,3,吉林大学
高热导率氮化硅基板材料的关键制备技术及应用,3,吉林师范大学
基于金属/共价有机框架的高性能锂硫电池关键材料的研究,3,华南师范大学
金属-有机骨架材料（MOFs）在污水处理中的应用,3,广东医科大学
面向能源存储与洁净环境的生物质基纳米网络结构炭材料的简易合成,3,华南农业大学
遗态 MOFs 功能纳米复合材料的设计制备及其在能源与环境领域的应用研究,3,中山大学
基于聚酯酰胺的杂化水凝胶实现胰岛素高效的经皮递送,3,中山大学
源于蜂蜜高活性解酒因子的挖掘及其利用,3,华中农业大学
水中过氧化物浓度可见光分光光度测定方法的建立,3,华侨大学
佛教网络化传播现状的调查研究——基于西安市“六大祖庭”的分析,3,西北政法大学
学“习”·传“习”·践“习”:“新思想”在乡村地区何以落地生根？,3,西南财经大学
疏离?融合?回归：红色文化沁润一二课堂的实践研究——基于 3 所高校的调研与思考,3,四川大学
让非遗传统文化基因代代相传——以江苏非遗舞蹈服饰道具的研究为例,3,南通大学
抓党建、促发展：新时代乡村振兴的路径探析,3,山东大学
大山中“活化石”的蜕变与重生：以少数民族传统体育文化的生态现状为思考,3,上海体育学院
《关于“非物质文化遗产”唐卡的鉴证、评级与修复保护的调查》,3,青海民族大学
精准扶贫视阈中的南疆妇女社会角色转变研究——以喀什地区为例,3,新疆师范大学
习近平新时代中国特色社会主义思想农村大众化研究——基于湖北省英山县红山镇的调查,3,中国地质大学(武汉)
少数民族传统手工艺品产业化发展对策研究——以广西壮族“麽乜”为例,3,百色学院
西藏拉萨养老建筑调查研究,3,西藏大学
元代佛道景回四教的竞争、融合及当代启示——以“一带一路”为视角,3,内蒙古大学
农村基层协商治理何以可能？以何可能？——以安徽省 D 社区的制度化实践为典型考察对象,3,安庆师范大学
依法束己 携网共荣——电商法实施对锦州地区居民跨境购物影响调查报告,3,辽宁工业大学
可视化的传承与创新：基于河南洛阳家风家训馆的实地调研,3,安阳师范学院
亟待关注的万民之“利”——关于大数据杀熟现状的调查报告,3,辽宁科技学院
原真性视觉下岭南乞巧民俗文化的传承状态——基于广州市天河区珠村的调查研究,3,华南农业大学
创新扩散视角下的“课文广播剧进校园”： 现状、阻碍与策略,3,中国传媒大学
关于青少年网络娱乐行为与人际交往的调查报告——以晋冀鲁部分地区为例,3,北京师范大学
高中学困生学业压力、自我污名和焦虑水平的预测关系研究,3,中国政法大学
基于大数据分析的乡村贫困儿童学习质量监测系统构建,3,西北农林科技大学
守望乡愁：贫困地区乡村少年德育的县域经验——以河南省“卢氏德育模式”提炼为例,3,扬州大学
基于寻访调研的南京市红色文化资源开发体系创新研究,3,河海大学
新时代研究生支教团助力教育扶贫的调研报告——基于全国 188 所高校 2137 份调查问卷的实证分析,3,四川师范大学
大学生“TLS”模式防艾健康教育效果分析——以 XXX 学院为例,3,承德医学院
当代大学生“思政课获得感”提升研究——基于江苏高校“思政课教学改革创新”的调查,3,南京师范大学
河北省师范生基层就业意向的影响因素及对策研究,3,邢台学院
“同频共振”：中小学校内外教育良性互动育人机制探索,3,四川大学锦江学院
“玩物尚智”何以“高抬贵首”？——手机依赖对大学生学习、健康和社交影响的调研,3,江西财经大学
三“全”促发展，一“网”而知新 : 三全育人背景下基于高校大学生3600 份网络行为问卷调查数据分析,3,江西中医药大学
大学生心理健康戏剧体验“三深入三改善”经验研究,3,天津音乐学院
《还历史以过程 ：“交互教学”模式在高校思想政治课堂上的创新实践研究》,3,天津外国语大学
为爱“支”千里，激扬中国梦：新时代背景下在校大学生短期支教的现状调查与发展模式探究,3,济南大学
民族地区扶贫支教的实践传承与创新发展探究——以 Z 大学广西龙州支教为核心的调研,3,浙江师范大学
讲好屈原故事，弘扬中国精神——面向新时代大学生的屈原文化多维诠释与传承路径研究,3,湖南理工学院
初心与守护：乡村公费定向本科师范生教师职业认同研究,3,湖南第一师范学院
构造法在中学数学中的应用,3,宁夏师范学院
促师范生从教，铸“大国良师”：地方师范院校师范毕业生从教的影响因素与对策建议——基于湖南省的调研,3,湖南师范大学
新时代西部大学生艾滋病知信行研究——基于广西南宁市的实证表述,3,南宁师范大学
孩子脚下的辅导路，是“优”还是“忧”——基于南宁市中小学生参加课外辅导班现状的调查分析,3,南宁师范大学
湖北荆河戏民间传承与高校传承的调研报告,3,长江大学
基于学生需求视域下的新时代海南高校辅导员思想政治教育工作能力提升研究,3,三亚学院
教育的保障——锦州市义县地区小学生用餐情况调研,3,辽宁工业大学
人际关系如何影响留守儿童的学习倦怠？——基于留守儿童学习倦怠路径模型的实证研究,3,重庆师范大学
大学生网络成瘾与心理素质的关系研究,3,重庆文理学院
汉字符号的道德叙事功能及德育价值探究,3,兰州大学
逃离还是坚守？——河南省 22 县特岗教师的困境调查和突围之道,3,安阳师范学院
高等院校毒品预防教育实证研究——基于福建省 14 所高校 3109 名大学生样本的分析,3,福建警察学院
为梦想摆渡：高校建档立卡贫困生 “精准资助”的实践状况与改进路径研究——基于河南省高校的调查,3,郑州大学
从点赞晒分到走心入脑：大学生使用“学习强国”行为调查与双路径分析,3,洛阳理工学院
宅基地“三权分置”的实践探索与制度重建——以 云南大理、浙江义乌、江西余江的试点比较为中心,3,中国人民大学
司法公正与诉讼效率的对话：刑事速裁“裁量上诉”机制之构建——基于 343 例样本与四省市的实证调研,3,中国政法大学
认知提升，认定完善：防卫限度新突破——基于陕西省 100 位被访者和 312 份刑事裁判的实证研究,3,西北政法大学
互联网金融视野下消费者权益保护法律研究,3,西华大学
“幼有所育”视阙下农村普惠性学前教育地方立法保障研究——以徐州市五镇为例,3,江苏师范大学
上海市自贸区涉外律师服务的发展路径研究,3,华东政法大学
法润乡风：基层法院嵌入乡村治理的“寻乌经验”调查研究,3,江西师范大学
宪法实施与意识培养：小学生宪法意识现状研究——基于山东省 TZ 市 JK 学校的量化观察,3,新疆大学
互联网法院建设的浙江经验、问题及对策,3,中国计量大学
从临床法学到预防法学：电子商务平台经营者法律风险防范研究——基于河南省电子商务产业园区,3,郑州大学
“联校网教”实现受教育权利均等化的模式研究——基于湖北省咸安区与崇阳县调研的实证分析,3,华中师范大学
乡村治理中法律与习俗的统合研究,3,辽宁师范大学
设区的市地方环境立法研究——以《定西市狼渡滩湿地保护条例》制定为例,3,兰州大学
个人网络求助失范现象的法律规制——基于社会调查与案例分析的思考,3,福建师范大学
苗族地区基层扶贫干部胜任力调查——基于贵州省黔东南黄平县谷陇镇基层扶贫干部的经验研究,3,北京科技大学
老龄化背景下养老驿站的定位发展分析——基于北京市养老驿站发展现状的研究,3,中国人民大学
寄宿制小学校园欺凌现象及其防治对策——基于两省 5 县 137 所农村寄宿制学校的调查研究,3,首都经济贸易大学
制造梦想——互联网行业的劳动控制研究,3,北京师范大学
社会转型中异地务农的流动农民边缘性分析——基于珠三角代耕农群体的探究,3,中国政法大学
参与式治理视角下社区公共区域“宠物狗粪便清理”对策及实施路径研究——以北京市朝阳区垡头社区为例,3,北京联合大学
“城市双修”导向下的城市林荫空间特征与双修策略研究,3,西北大学
破解“十面霾伏”的维度与对策——基于西安市夜市餐饮业的调研,3,西安理工大学
小药箱大民生：乡村医生生存与发展调研——基于四川省 28 县 32 乡 88 村村医的调查,3,乐山师范学院
三农：乡村振兴战略下“特色试验区”的发展现状研究分析——基于四川 21 个首批乡镇试验区的实地调研,3,成都东软学院
美丽乡村建设中的关中农村生活垃圾治理现状调查,3,西安工业大学
失衡的文化方舟：以建筑群落为主的物质文化遗产传承保护与商业开发之间的平衡点探究,3,成都师范学院
建立科技扶贫长效机制研究——基于陕西省三个贫困县的调查分析,3,西北农林科技大学
关于考古出土的宋元仿古铜器的调查报告,3,西安美术学院
古城镇“环境活态化”保护模式的提出——对影响陕甘川地区古城镇保护中环境因素的调研,3,西安建筑科技大学
公众参与，因村制宜——提升村民参与乡村建设与发展动力的对策研究,3,西安建筑科技大学
社会实践视角下心智障碍人士家庭需求调查与分析——以西安市莲湖区为例,3,西安体育学院
秦岭北麓自然因子与传统村落空间营建关联性调查分析——以石船沟村为例,3,西安建筑科技大学
“心”动不如“行”动：城市居民绿色出行“动机-行为”缺口分析与差异化对策研究——基于济南市调查分析,3,山东师范大学
乡村振兴背景下西南少数民族地区扶贫路径探究——以贵州省织金县为例,3,江南大学
燕山-太行山地区贫困县脱贫质量与内生动力提升研究——基于十个贫困县 2800 份的调研数据分析,3,河北大学
让“方便”更方便——苏州旅游厕所革命调研报告,3,南京林业大学
无“微”不“治”提升社区治理水平——一套多元协同微更新全流程方案,3,同济大学
空巢老人心理健康状况及其影响因素分析,3,攀枝花学院
五步四转模式：破绿色殡葬推行之难——基于江西省吉安市的调研分析,3,南昌大学
高校图书馆面向社会开展多元化服务的可行性调研——以上海松江大学城为例,3,上海外国语大学
中国形象在国际自媒体的提升方法与实践研究——以 Quora 为例,3,河北工业大学
“美好生活需要”视角下公共场所母婴室建设调查研究——以成都市为例,3,四川大学锦江学院
打造社区“小政协”：协商治理视域中的苏州工业园区“社区建设理事会”,3,苏州大学
城市微更新：上海社区治理创新研究,3,上海财经大学
让更多的肿瘤患者选用性价比高的国产抗癌药——以格尼可为例,3,江苏医药职业学院
新时代文明实践中心实践运行模式调查研究——以贾汪区“文明＋”五型实践模式为例,3,江苏师范大学
“艺”脉相承：万载夏布由“非遗”走向“新生”——名匠技艺非遗传承路径创新的探究,3,华东交通大学
新动能新挑战：废旧动力电池回收领域生产者责任延伸制度探究,3,山东大学（威海）
农村人居环境既要“颜值”又要“品质”——基于江南典型村落的调研,3,上海工程技术大学
绿色发展 和谐共赢——以开放社区为例探讨内涵式奥运城市交通建设路径,3,河北建筑工程学院
邯郸成语文化现状及其传承发展,3,邯郸学院
接纳与回归：社区服刑人员社会支持系统研究——基于上海市社区服刑人员社会支持状况的调查,3,中央司法警官学院
“行针走线，衔城织里”——城市公共交通出行生态闭合性调研及策略研究,3,山东建筑大学
老年人智能化药品包装调研与研究,3,天津科技大学
丝路传音：欧洲主流媒体对“一带一路”的立场研究——以英、法、德、俄四国主流媒体为例,3,山东大学（威海）
新时代大学生志愿活动激励机制现状调查及改善对策分析——以上海地区 12 所高校为例,3,上海对外经贸大学
新型城镇化背景下农民工就业质量与城镇落户意愿研究——基于代际差异的视角,3,河南农业大学
从吃力到吃智的跨越——乡村振兴战略背景下体能型农民向科技型农民转变的百村调研,3,洛阳理工学院
可持续生计框架下贫困阻断长效机制构建研究,3,郑州西亚斯学院
网络时代大学生信息获得与焦虑行为研究,3,南开大学
久病床前无“孝子”——重度失能老人家庭照顾者压力及社会工作介入途径分析,3,河南师范大学
山东省禁养区政策实施中的问题分析及对策建议,3,聊城大学
农村基层党建与乡村治理的有效性研究——基于对山西省 133 名第一书记的考察,3,山西大学
黑龙江、辽宁、上海、浙江等四省五市养老现状调查研究报告——基于老年人心理健康视角,3,齐齐哈尔大学
黑龙江非物质文化遗产传承的问题研究,3,哈尔滨商业大学
小农户如何衔接现代农业？——基于温氏集团“公司+农户”模式的实地调查,3,山西大学
哈尔滨市农村老年人养老现状与需求调查报告——基于哈尔滨市 4 村的调查,3,黑龙江省社会科学院
去留之间：快递员群体的城市融入研究——基于杭州的样本分析,3,杭州师范大学
机遇还是陷阱？——大学生群体对网络促销经济的认知研究,3,山西大学
基于电子健康档案的社区居民自我健康管理模式的研究,3,上海工程技术大学
“三生融合”与“三能反哺”：农民工返乡创业愿景优化及其赋能机制重构——基于 34 个典型村庄的实地考察,3,宁波大学
湖南乡村旅游企业家精神的演变路径与培育对策调查报告,3,中南林业科技大学
少数民族地区非遗手工技艺传承与保护模式的典型研究——以贵州大方漆器为例,3,贵州工程应用技术学院
大数据视角下易地扶贫搬迁后的妇女劳务发展状况调查研究――以贵州省印江县为例,3,贵州师范学院
贵阳市历史名人资源的整合开发与旅游业相结合的调查与研究,3,贵州师范学院
大学生网贷消费的影响因素及“四位一体”防范策略的建构,3,贵州民族大学
异化与回归：城市电动自行车废旧电瓶回收现状调查及基于利益联结的溯源回收系统建构,3,上海师范大学
绘制农村生活垃圾分类的金色华章——多维视野下的金华模式调查研究,3,浙江工商大学
乡村振兴背景下传统工艺活态传承研究——以梵净山叶脉苗绣为个案,3,铜仁学院
服刑人员重新犯罪的风险因素及干预策略,3,安顺学院
基于医护人员、医学生、患者三方视角下的医患关系现状分析――以内蒙古呼和浩特市为例,3,内蒙古财经大学
人类学视角下中国传统村落保护与发展方向探究——基于云南省怒江州福贡县马吉乡古当村的调查,3,云南大学滇池学院
永州市古村落特色民居现状调查及保护研究,3,湖南科技学院
“肌活·慢生活”——贺兰山东麓葡萄酒特色小镇慢行交通系统规划探析,3,宁夏大学
从“老无所养”到“老有所依”：空心村互助养老模式的新探索——以贵州邵家桥镇和湖北陶港镇 7 个村落为例,3,湖北师范大学
新疆兵团生态文明先行示范区建设成果及绩效评价——以一师阿拉尔市为例,3,塔里木大学
手机短视频 APP 存在的问题及其解决思路—以抖音为例,3,武汉科技大学城市学院
疯狂的牛,3,云南师范大学
共治共享：社会组织参与城市社区治理的探索及路径研究——基于昆明市城市社区、社会组织的实证调查,3,云南师范大学
穿行在城市中的隐形人：“网约工”劳动权益保障问题研究——基于武汉及周边城市的调查,3,湖北工业大学
试析首届“中国农民丰收节”的“农味”,3,云南农业大学
治理下沉：破解基层治理“最后一公里”困境——基于北京市平谷区“街乡吹哨、部门报到”改革的田野调查,3,武汉大学
精准扶贫过程中农户获得感差异研究——兼对“悬崖效应”的回应,3,河南大学
子女流动与农村老年人的家庭养老支持获得——基于得分倾向匹配法的分析,3,华中农业大学
造血式精准扶贫的新动力——针对“光伏+”生态农业模式的调查与分析,3,广西大学
桂北湘江战役红色资源系统化深度开发调查报告,3,桂林理工大学
从民众的视角看“家风传承”：甘肃陇东地区家风口述史调研成果集,3,西北师范大学
“生态文明”建设背景下天水市农村生活垃圾治理研究,3,天水师范学院
他乡变故乡：社会加速期乡城流动老人角色转换的困境与对策,3,华中科技大学
参与历史与触摸抗战：互动仪式链理论下的青年抗战史观困境突围,3,华中师范大学
新“志青”岁月：大学生村官的嵌入机理与困境研究——基于山东省三地市的调研,3,山东大学
独舞阡陌：川黔滇桂四省（区）农村“光棍”的婚姻研究,3,广西科技大学
“薪火”相传：偏远农村贫困的代际传递调查及对策研究——基于广西 52 村调查数据,3,广西科技大学
土地经营权流转改革背景下“那”文化地区文化现状调查研究,3,广西师范大学
困境与突围：赫哲族伊玛堪传承与传播创新策略调查报告,3,中南民族大学
《乡村振兴下的墩墩滩村土地利用规划（2020-2025）》,3,甘肃农业大学
三重超越：乡村振兴战略下返乡者到新乡贤的转变逻辑,3,华中师范大学
闽赣革命老区客家家风与红色精神融合研究,3,渤海大学
健康中国视域下青少年体育生活方式现状调查及干预策略,3,沈阳师范大学
社会计算视角的玉林、吉安市精准扶贫政策量化效用调研报告,3,上海立信会计金融学院
外卖送餐员劳动权益保障问题研究——基于海口市外卖送餐员情况的调查,3,海南大学
我是谁？——三线建设移民的身份认同与社会变迁,3,四川外国语大学
破解“贫困孤岛”：社会组织承接扶贫服务参与式预算的进路——基于 5 个省际边缘贫困县的比较,3,重庆工商大学
“饭圈”文化的研究——以“饭圈”中的“僭越”行为为切入点,3,西南政法大学
甘肃省家庭林场发展调查研究,3,甘肃农业大学
明洮州卫防御聚落空间秩序与民间仪式关联研究,3,兰州交通大学
健康中国战略背景下家庭医生签约服务对策研究,3,安徽中医药大学
我的大凉山：敢问脱贫攻坚与乡村振兴统筹衔接路在何方？——基于凉山州 3 县 366 份农户问卷的数据实证,3,西南大学
“两山理论”助推皖西南乡村振兴的地方实践——以皖西南舒合村、杨亭村、汤池村、宗文村四个乡村为例,3,安庆师范大学
网购之路日益热 快递垃圾何处去——关于合肥市快递包装垃圾现状社会调研报告,3,安徽财经大学
长江大保护背景下渔民退捕转产的调查——基于皖江三地的样本分析,3,安庆师范大学
为世界人民谋健康，为国粹中医谋复兴——关于如何振兴中医药产业的调查与研究,3,东北财经大学
